query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	neig1_id	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier
[SWISSPROT]sp|Q8D341|ARNA_WIGBR	AF-Q5F7L7-F1-model_v6	12.2	3.987e-08	654	470	429	372	1	337	1	429	0.6559633027522935	0.9127659574468086	Q5F7L7	SWISSPROT	sp|Q8D341|ARNA_WIGBR		Bifunctional polymyxin resistance protein ArnA			ARNA_WIGBR	True	False	90-100%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F7L8-F1-model_v6	11.3	8.998e-10	314	268	221	421	24	244	100	314	0.7038216560509554	0.8246268656716418	Q5F7L8	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F7M1-F1-model_v6	40.1	5.967e-45	395	386	391	1908	2	385	3	393	0.9898734177215189	1.0	Q5F7M1	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	False	True	90-100%	30-50% remote
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F7T9-F1-model_v6	7.3	6.41e-06	418	378	371	285	1	371	1	366	0.8875598086124402	0.9814814814814815	Q5F7T9	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P0A5Y7|INHA_MYCBO	AF-Q5F7U1-F1-model_v6	15.0	6.425e-11	269	273	262	459	1	240	8	269	0.9739776951672863	0.9597069597069597	Q5F7U1	SWISSPROT	sp|P0A5Y7|INHA_MYCBO		Enoyl-[acyl-carrier-protein] reductase [NADH]			INHA_MYCBO	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q88M11|MUPP_PSEPK	AF-Q5F7W4-F1-model_v6	27.1	1.9890000000000002e-20	223	236	222	858	6	227	1	220	0.9955156950672646	0.940677966101695	Q5F7W4	SWISSPROT	sp|Q88M11|MUPP_PSEPK		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEPK	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|A8FRR4|ARNB_SHESH	AF-Q5F7W8-F1-model_v6	12.1	3.399e-14	388	404	385	597	32	400	2	386	0.9922680412371134	0.9529702970297029	Q5F7W8	SWISSPROT	sp|A8FRR4|ARNB_SHESH		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SHESH	True	True	90-100%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F7W9-F1-model_v6	14.1	7.343e-10	318	859	271	428	575	845	24	255	0.8522012578616353	0.31548311990686845	Q5F7W9	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|Q9HWC1|COAX_PSEAE	AF-Q5F7X4-F1-model_v6	9.2	8.697e-07	248	502	268	304	9	276	2	244	1.0	0.5338645418326693	Q5F7X4	SWISSPROT	sp|Q9HWC1|COAX_PSEAE		Type III pantothenate kinase			COAX_PSEAE	True	False	50-70%	<30% cryptic
[SWISSPROT]sp|P9WJX2|Y1634_MYCTO	AF-Q5F7X9-F1-model_v6	17.3	4.746e-10	471	460	459	636	1	390	1	459	0.9745222929936306	0.9978260869565218	Q5F7X9	SWISSPROT	sp|P9WJX2|Y1634_MYCTO		Probable multidrug-efflux transporter MT1670			Y1634_MYCTO	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P43458|YMCR_STRLA	AF-Q5F813-F1-model_v6	14.6	1.289e-06	281	282	261	302	1	261	50	278	0.9288256227758007	0.925531914893617	Q5F813	SWISSPROT	sp|P43458|YMCR_STRLA		Uncharacterized HTH-type transcriptional regulator in mcrB 3			YMCR_STRLA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F815-F1-model_v6	11.0	2.887e-07	418	336	357	340	1	333	21	377	0.854066985645933	1.0	Q5F815	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P43485|MCRA_STRLA	AF-Q5F817-F1-model_v6	16.9	1.58e-17	448	455	448	725	12	455	1	448	1.0	0.9846153846153847	Q5F817	SWISSPROT	sp|P43485|MCRA_STRLA		Mitomycin radical oxidase			MCRA_STRLA	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P9WJX2|Y1634_MYCTO	AF-Q5F827-F1-model_v6	15.1	2.836e-07	471	436	465	477	1	425	4	468	0.9872611464968153	1.0	Q5F827	SWISSPROT	sp|P9WJX2|Y1634_MYCTO		Probable multidrug-efflux transporter MT1670			Y1634_MYCTO	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9I5U0|MURU_PSEAE	AF-Q5F829-F1-model_v6	13.4	1.844e-06	224	229	223	272	6	228	2	222	0.9955357142857143	0.9737991266375546	Q5F829	SWISSPROT	sp|Q9I5U0|MURU_PSEAE		N-acetylmuramate alpha-1-phosphate uridylyltransferase			MURU_PSEAE	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P9WLN1|Y2005_MYCTU	AF-Q5F839-F1-model_v6	27.4	9.617e-09	295	154	148	382	3	150	8	150	0.5016949152542373	0.961038961038961	Q5F839	SWISSPROT	sp|P9WLN1|Y2005_MYCTU		Universal stress protein Rv2005c			Y2005_MYCTU	True	False	90-100%	<30% cryptic
[CARD]gb|BAA32493.1|ARO:3000423|FomA	AF-Q5F842-F1-model_v6	16.7	9.864e-12	266	405	257	485	2	242	5	261	0.9661654135338346	0.6345679012345679	Q5F842	CARD	gb|BAA32493.1|ARO:3000423|FomA	ARO:3000423	Fom phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FomA	True	False	50-70%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F847-F1-model_v6	14.9	1.162e-14	306	310	299	615	9	307	26	305	0.9771241830065359	0.964516129032258	Q5F847	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F855-F1-model_v6	11.1	1.48e-06	418	383	395	311	1	378	18	412	0.9449760765550239	1.0	Q5F855	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P45438|ERMK_BACLI	AF-Q5F857-F1-model_v6	13.6	3.237e-06	287	193	192	284	1	192	26	193	0.6689895470383276	0.9948186528497409	Q5F857	SWISSPROT	sp|P45438|ERMK_BACLI		rRNA adenine N-6-methyltransferase			ERMK_BACLI	True	False	90-100%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F858-F1-model_v6	13.0	2.789e-13	306	379	367	561	10	376	23	306	1.0	0.9683377308707124	Q5F858	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P59655|DHPS_STRR6	AF-Q5F862-F1-model_v6	12.6	4.621e-07	314	292	292	343	18	289	7	298	0.9299363057324841	1.0	Q5F862	SWISSPROT	sp|P59655|DHPS_STRR6		Dihydropteroate synthase			DHPS_STRR6	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|B1MM05|TETX_MYCA9	AF-Q5F870-F1-model_v6	13.1	3.428e-06	475	587	383	306	6	388	1	292	0.8063157894736842	0.6524701873935264	Q5F870	SWISSPROT	sp|B1MM05|TETX_MYCA9		Flavin-dependent monooxygenase			TETX_MYCA9	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|P49417|CAT_VIBAN	AF-Q5F875-F1-model_v6	13.0	7.444e-08	216	393	224	344	163	386	1	211	1.0	0.5699745547073791	Q5F875	SWISSPROT	sp|P49417|CAT_VIBAN		Chloramphenicol acetyltransferase			CAT_VIBAN	True	True	50-70%	<30% cryptic
[CARD]gb|BAD58386.1|ARO:3007210|Nfar_rox	AF-Q5F876-F1-model_v6	13.1	2.844e-06	473	477	351	310	1	351	1	312	0.7420718816067653	0.7358490566037735	Q5F876	CARD	gb|BAD58386.1|ARO:3007210|Nfar_rox	ARO:3007210	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation	Nfar_rox	True	True	70-90%	<30% cryptic
[CARD]gb|ACL82961.1|ARO:3002911|vanM	AF-Q5F878-F1-model_v6	13.2	5.159e-06	343	388	229	278	4	232	132	323	0.6676384839650146	0.5902061855670103	Q5F878	CARD	gb|ACL82961.1|ARO:3002911|vanM	ARO:3002911	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanM	True	True	50-70%	<30% cryptic
[CARD]gb|QHW12307.1|ARO:3005089|mef(D)	AF-Q5F886-F1-model_v6	16.2	2.379e-10	399	468	453	628	1	453	1	397	1.0	0.967948717948718	Q5F886	CARD	gb|QHW12307.1|ARO:3005089|mef(D)	ARO:3005089	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mef(D)	True	False	90-100%	<30% cryptic
[CARD]gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	AF-Q5F889-F1-model_v6	14.2	6.261999999999999e-23	444	433	436	937	1	433	1	436	0.9819819819819819	1.0	Q5F889	CARD	gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	ARO:3003785	antibiotic-resistant murA transferase	phosphonic acid antibiotic	antibiotic target alteration	Ctra_murA_FOF	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P43485|MCRA_STRLA	AF-Q5F895-F1-model_v6	12.9	4.834e-13	448	1277	645	550	152	796	18	447	1.0	0.5050900548159749	Q5F895	SWISSPROT	sp|P43485|MCRA_STRLA		Mitomycin radical oxidase			MCRA_STRLA	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|P43485|MCRA_STRLA	AF-Q5F898-F1-model_v6	11.2	2.379e-12	448	563	530	523	18	547	7	434	1.0	0.9413854351687388	Q5F898	SWISSPROT	sp|P43485|MCRA_STRLA		Mitomycin radical oxidase			MCRA_STRLA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9RBW7|AAC6_STEMA	AF-Q5F8B0-F1-model_v6	17.2	1.022e-06	153	160	134	284	1	134	2	132	0.8758169934640523	0.8375	Q5F8B0	SWISSPROT	sp|Q9RBW7|AAC6_STEMA		Aminoglycoside N(6')-acetyltransferase type 1			AAC6_STEMA	True	False	70-90%	<30% cryptic
[CARD]gb|ABA71731.1|ARO:3002909|vanG	AF-Q5F8B1-F1-model_v6	12.3	7.484e-14	349	378	343	581	6	296	1	343	0.9828080229226361	0.9074074074074074	Q5F8B1	CARD	gb|ABA71731.1|ARO:3002909|vanG	ARO:3002909	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanG	True	False	90-100%	<30% cryptic
[CARD]gb|CAC86410.1|ARO:3000599|Erm(33)	AF-Q5F8B3-F1-model_v6	13.9	6.542e-07	243	312	207	308	1	207	30	195	0.8518518518518519	0.6634615384615384	Q5F8B3	CARD	gb|CAC86410.1|ARO:3000599|Erm(33)	ARO:3000599	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(33)	True	True	50-70%	<30% cryptic
[CARD]gb|DAC81085.1|ARO:3005088|msrH	AF-Q5F8B6-F1-model_v6	25.9	4.494e-37	486	636	518	1529	1	518	3	484	1.0	0.8144654088050315	Q5F8B6	CARD	gb|DAC81085.1|ARO:3005088|msrH	ARO:3005088	msr-type ABC-F protein	macrolide antibiotic;streptogramin antibiotic	antibiotic target protection	msrH	True	True	70-90%	<30% cryptic
[CARD]gb|AAP82271.1|ARO:3004123|Bpse_Omp38	AF-Q5F8B8-F1-model_v6	9.9	1.44e-06	374	263	373	312	1	260	1	373	0.9973262032085561	1.0	Q5F8B8	CARD	gb|AAP82271.1|ARO:3004123|Bpse_Omp38	ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Bpse_Omp38	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q2NRV5|ARNB_SODGM	AF-Q5F8C0-F1-model_v6	13.4	5.9e-15	379	416	384	607	26	409	2	378	1.0	0.9230769230769231	Q5F8C0	SWISSPROT	sp|Q2NRV5|ARNB_SODGM		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SODGM	True	True	90-100%	<30% cryptic
[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F8C6-F1-model_v6	10.8	2.452e-06	287	281	231	283	15	245	98	286	0.8048780487804879	0.8220640569395018	Q5F8C6	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	False	70-90%	<30% cryptic
[CARD]gb|BAA32493.1|ARO:3000423|FomA	AF-Q5F8D8-F1-model_v6	14.0	9.283e-12	266	298	268	486	26	293	2	262	1.0	0.8993288590604027	Q5F8D8	CARD	gb|BAA32493.1|ARO:3000423|FomA	ARO:3000423	Fom phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FomA	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5F8E0-F1-model_v6	18.4	4.029e-06	226	222	221	283	2	222	6	210	0.9778761061946902	0.9954954954954955	Q5F8E0	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	False	90-100%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8E1-F1-model_v6	17.6	2.608e-07	318	222	250	328	21	221	27	276	0.7861635220125787	1.0	Q5F8E1	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P0A5Y7|INHA_MYCBO	AF-Q5F8E5-F1-model_v6	18.8	3.668e-16	269	239	258	660	1	238	2	259	0.9591078066914498	1.0	Q5F8E5	SWISSPROT	sp|P0A5Y7|INHA_MYCBO		Enoyl-[acyl-carrier-protein] reductase [NADH]			INHA_MYCBO	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q88QQ4|ANMK_PSEPK	AF-Q5F8E8-F1-model_v6	9.5	2.913e-06	363	620	371	309	19	389	2	345	1.0	0.5983870967741935	Q5F8E8	SWISSPROT	sp|Q88QQ4|ANMK_PSEPK		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEPK	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|P0A1C3|ACCA_SALTY	AF-Q5F8F5-F1-model_v6	62.3	3.257e-43	319	319	319	1857	1	316	1	319	1.0	1.0	Q5F8F5	SWISSPROT	sp|P0A1C3|ACCA_SALTY		Acetyl-coenzyme A carboxylase carboxyl transferase subunit a			ACCA_SALTY	False	True	90-100%	50-70% moderate
[SWISSPROT]sp|P18644|TSNR_STRAJ	AF-Q5F8F7-F1-model_v6	20.3	3.126e-19	269	261	263	770	1	260	4	266	0.9776951672862454	1.0	Q5F8F7	SWISSPROT	sp|P18644|TSNR_STRAJ		23S rRNA (adenosine(1067)-2'-O)-methyltransferase			TSNR_STRAJ	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F8G0-F1-model_v6	14.5	8.328e-16	487	458	431	709	94	455	53	483	0.8850102669404517	0.9410480349344978	Q5F8G0	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F8G2-F1-model_v6	13.9	8.459e-06	287	350	256	279	54	301	12	267	0.89198606271777	0.7314285714285714	Q5F8G2	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F8G7-F1-model_v6	13.7	4.537e-16	394	360	384	697	7	359	6	389	0.9746192893401016	1.0	Q5F8G7	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q46306|TETP_CLOPF	AF-Q5F8H0-F1-model_v6	16.9	9.848e-34	652	603	628	1451	1	481	1	628	0.9631901840490797	1.0	Q5F8H0	SWISSPROT	sp|Q46306|TETP_CLOPF		Tetracycline resistance protein TetP			TETP_CLOPF	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q99UQ0|RLMN_STAAM	AF-Q5F8I0-F1-model_v6	14.9	5.939e-06	364	327	239	269	82	317	116	354	0.6565934065934066	0.7308868501529052	Q5F8I0	SWISSPROT	sp|Q99UQ0|RLMN_STAAM		Probable dual-specificity RNA methyltransferase RlmN			RLMN_STAAM	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q7ULB5|MACB_RHOBA	AF-Q5F8J2-F1-model_v6	15.8	1.663e-10	684	640	423	554	1	406	1	423	0.618421052631579	0.6609375	Q5F8J2	SWISSPROT	sp|Q7ULB5|MACB_RHOBA		Macrolide export ATP-binding/permease protein MacB			MACB_RHOBA	True	True	50-70%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8J8-F1-model_v6	15.9	8.442e-07	318	820	261	308	322	582	20	279	0.8207547169811321	0.3182926829268293	Q5F8J8	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|P0DXU7|DRRA3_STRC4	AF-Q5F8K2-F1-model_v6	29.0	5.582000000000001e-20	316	231	223	878	1	223	1	214	0.7056962025316456	0.9653679653679653	Q5F8K2	SWISSPROT	sp|P0DXU7|DRRA3_STRC4		Daunorubicin resistance ATP-binding protein DrrA3			DRRA3_STRC4	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q7ULB5|MACB_RHOBA	AF-Q5F8K3-F1-model_v6	16.2	1.782e-16	684	415	434	840	1	415	251	684	0.6345029239766082	1.0	Q5F8K3	SWISSPROT	sp|Q7ULB5|MACB_RHOBA		Macrolide export ATP-binding/permease protein MacB			MACB_RHOBA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q7ULB5|MACB_RHOBA	AF-Q5F8K8-F1-model_v6	17.3	1.024e-11	684	542	389	612	1	368	1	389	0.5687134502923976	0.7177121771217713	Q5F8K8	SWISSPROT	sp|Q7ULB5|MACB_RHOBA		Macrolide export ATP-binding/permease protein MacB			MACB_RHOBA	True	True	70-90%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8L2-F1-model_v6	16.4	2.017e-10	318	343	311	450	31	341	19	318	0.9779874213836478	0.9067055393586005	Q5F8L2	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P0AC11|DHP2_ECOLX	AF-Q5F8L4-F1-model_v6	12.4	1.529e-06	271	230	271	293	1	229	1	271	1.0	1.0	Q5F8L4	SWISSPROT	sp|P0AC11|DHP2_ECOLX		Dihydropteroate synthase type-2			DHP2_ECOLX	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q8ZDX7|ARNC_YERPE	AF-Q5F8L8-F1-model_v6	11.6	4.284e-06	327	204	211	278	2	198	1	211	0.6452599388379205	1.0	Q5F8L8	SWISSPROT	sp|Q8ZDX7|ARNC_YERPE		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose trans			ARNC_YERPE	True	False	90-100%	<30% cryptic
[CARD]gb|ADM92606.1|ARO:3000549|adeS	AF-Q5F8L9-F1-model_v6	12.7	1.435e-09	361	589	430	434	158	587	60	358	1.0	0.7300509337860781	Q5F8L9	CARD	gb|ADM92606.1|ARO:3000549|adeS	ARO:3000549	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux	adeS	True	False	70-90%	<30% cryptic
[CARD]gb|AAD51348.1|ARO:3003066|smeR	AF-Q5F8M0-F1-model_v6	24.3	1.057e-09	229	218	202	395	1	196	7	208	0.8820960698689956	0.926605504587156	Q5F8M0	CARD	gb|AAD51348.1|ARO:3003066|smeR	ARO:3003066	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;penicillin beta-lactam	antibiotic efflux	smeR	True	False	90-100%	<30% cryptic
[CARD]gb|AAC69328.1|ARO:3001265|Erm(30)	AF-Q5F8M4-F1-model_v6	12.6	4.705e-06	336	222	204	269	19	222	5	190	0.6071428571428571	0.918918918918919	Q5F8M4	CARD	gb|AAC69328.1|ARO:3001265|Erm(30)	ARO:3001265	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(30)	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|O87545|GYRB_TREDE	AF-Q5F8M6-F1-model_v6	17.0	5.175e-16	638	658	353	720	3	325	10	362	0.5532915360501567	0.5364741641337386	Q5F8M6	SWISSPROT	sp|O87545|GYRB_TREDE		DNA gyrase subunit B			GYRB_TREDE	True	True	50-70%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8M7-F1-model_v6	14.0	1.132e-06	318	707	273	303	24	272	29	301	0.8584905660377359	0.38613861386138615	Q5F8M7	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|C0HMD9|DHP3_ECOLX	AF-Q5F8N0-F1-model_v6	12.2	9.096e-06	263	254	261	264	16	251	1	261	0.9923954372623575	1.0	Q5F8N0	SWISSPROT	sp|C0HMD9|DHP3_ECOLX		Dihydropteroate synthase type-3			DHP3_ECOLX	True	False	90-100%	<30% cryptic
[CARD]gb|CCA59315.1|ARO:3007208|HelR	AF-Q5F8N1-F1-model_v6	12.3	5.138e-11	722	671	603	548	5	607	204	721	0.8351800554016621	0.8986587183308494	Q5F8N1	CARD	gb|CCA59315.1|ARO:3007208|HelR	ARO:3007208	helicase-like RNA polymerase protection protein	rifamycin antibiotic	antibiotic target protection	HelR	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5F8Q0-F1-model_v6	13.1	5.806e-06	363	328	340	289	13	328	2	341	0.9366391184573003	1.0	Q5F8Q0	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	True	False	90-100%	<30% cryptic
[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F8R1-F1-model_v6	16.3	1.315e-07	341	533	250	331	162	411	105	333	0.7331378299120235	0.46904315196998125	Q5F8R1	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	False	30-50%	<30% cryptic
[CARD]gb|CYF42523.1|ARO:3004047|kdpD	AF-Q5F8R6-F1-model_v6	9.5	2.302e-06	885	1001	695	339	311	998	12	706	0.7853107344632768	0.6943056943056943	Q5F8R6	CARD	gb|CYF42523.1|ARO:3004047|kdpD	ARO:3004047	kdpDE	aminoglycoside antibiotic	antibiotic efflux	kdpD	True	False	50-70%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8R7-F1-model_v6	19.4	8.058e-08	318	436	305	348	1	286	7	311	0.9591194968553459	0.6995412844036697	Q5F8R7	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|Q9F5K6|AVRB_STRVR	AF-Q5F8U0-F1-model_v6	20.1	1.924e-09	287	271	190	400	1	190	116	277	0.662020905923345	0.7011070110701108	Q5F8U0	SWISSPROT	sp|Q9F5K6|AVRB_STRVR		23S rRNA (uridine(2479)-2'-O)-methyltransferase			AVRB_STRVR	True	False	70-90%	<30% cryptic
[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F8U2-F1-model_v6	12.8	1.845e-10	341	418	311	440	108	418	70	335	0.9120234604105572	0.7440191387559809	Q5F8U2	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	70-90%	<30% cryptic
[CARD]gb|ERK40265.1|ARO:3007111|nimI	AF-Q5F8V2-F1-model_v6	14.8	9.27e-07	172	210	184	305	2	185	5	161	1.0	0.8761904761904762	Q5F8V2	CARD	gb|ERK40265.1|ARO:3007111|nimI	ARO:3007111	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation	nimI	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q323U7|MDFA_SHIBS	AF-Q5F8V4-F1-model_v6	13.7	1.011e-07	410	513	436	477	5	440	3	399	1.0	0.8499025341130604	Q5F8V4	SWISSPROT	sp|Q323U7|MDFA_SHIBS		Multidrug transporter MdfA			MDFA_SHIBS	True	True	70-90%	<30% cryptic
[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F8V9-F1-model_v6	18.2	6.964e-18	287	315	272	725	42	313	19	287	0.9477351916376306	0.8634920634920635	Q5F8V9	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q2NRV5|ARNB_SODGM	AF-Q5F8W4-F1-model_v6	13.7	1.475e-13	379	397	367	554	46	388	11	377	0.9683377308707124	0.924433249370277	Q5F8W4	SWISSPROT	sp|Q2NRV5|ARNB_SODGM		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SODGM	True	True	90-100%	<30% cryptic
