neig1_id	query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier	uniprot_gene	uniprot_name	amr_keywords	has_amr_kw	kegg_id	pdb_refs	mean_plddt	pident_cat	tcov_cat	kegg_pathways
Q5F6W0	[SWISSPROT]sp|P42332|BCRA_BACLI	AF-Q5F6W0-F1-model_v6	23.0	3.023e-16	306	231	213	692	2	203	4	216	0.696078431372549	0.922077922077922	SWISSPROT	sp|P42332|BCRA_BACLI		Bacitracin transport ATP-binding protein BcrA			BCRA_BACLI	True	True	90-100%	<30% cryptic				False			116.0	"<30%
cryptic"	90-100%	
Q5F6W2	[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F6W2-F1-model_v6	10.3	5.355e-08	314	325	247	352	5	251	90	312	0.7866242038216561	0.76	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic		SsuA/THI5-like domain-containing protein		False			163.0	"<30%
cryptic"	70-90%	
Q5F6W5	[SWISSPROT]sp|Q88QQ4|ANMK_PSEPK	AF-Q5F6W5-F1-model_v6	9.7	1.709e-07	363	642	389	361	1	389	1	343	1.0	0.6059190031152648	SWISSPROT	sp|Q88QQ4|ANMK_PSEPK		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEPK	True	True	50-70%	<30% cryptic	dnaK	Chaperone protein DnaK		False			321.5	"<30%
cryptic"	50-70%	RNA degradation
Q5F6W9	[CARD]gb|EEL41021.1|ARO:3003072|mphL	AF-Q5F6W9-F1-model_v6	10.7	2.349e-07	303	503	336	335	91	426	1	301	1.0	0.6679920477137177	CARD	gb|EEL41021.1|ARO:3003072|mphL	ARO:3003072	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mphL	True	True	50-70%	<30% cryptic	ubiB	Probable protein kinase UbiB		False			252.0	"<30%
cryptic"	50-70%	
Q5F6X0	[CARD]gb|AAA86871.1|ARO:3002841|vatB	AF-Q5F6X0-F1-model_v6	19.3	8.94e-06	212	272	144	288	150	253	29	172	0.6792452830188679	0.5294117647058824	CARD	gb|AAA86871.1|ARO:3002841|vatB	ARO:3002841	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatB	True	False	50-70%	<30% cryptic		Serine acetyltransferase		False			136.5	"<30%
cryptic"	50-70%	Cysteine and methionine metabolism;Exopolysaccharide biosynthesis;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids
Q5F6Z0	[SWISSPROT]sp|O86311|MEATP_MYCTU	AF-Q5F6Z0-F1-model_v6	34.0	3.0780000000000003e-30	311	308	300	1241	6	305	1	298	0.9646302250803859	0.974025974025974	SWISSPROT	sp|O86311|MEATP_MYCTU		Multidrug efflux system ATP-binding protein Rv1218c			MEATP_MYCTU	False	True	90-100%	30-50% remote				False			154.5	"30-50%
remote"	90-100%	ABC transporters
Q5F6Z3	[CARD]gb|QBQ85438.1|ARO:3004719|tet(X3)	AF-Q5F6Z3-F1-model_v6	16.2	3.083e-15	388	553	380	654	12	391	17	361	0.979381443298969	0.6871609403254972	CARD	gb|QBQ85438.1|ARO:3004719|tet(X3)	ARO:3004719	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X3)	True	True	50-70%	<30% cryptic		Electron transfer flavoprotein-ubiquinone oxidoreductase		False			277.0	"<30%
cryptic"	50-70%	
Q5F723	[CARD]gb|AAC76296.1|ARO:3000656|AcrS	AF-Q5F723-F1-model_v6	27.8	8.048e-11	220	210	207	563	1	207	2	207	0.9409090909090909	0.9857142857142858	CARD	gb|AAC76296.1|ARO:3000656|AcrS	ARO:3000656	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	AcrS	True	False	90-100%	<30% cryptic				False			105.5	"<30%
cryptic"	90-100%	
Q5F724	[CARD]gb|AAF42063.1|ARO:3000810|mtrC	AF-Q5F724-F1-model_v6	96.1	2.504e-62	412	412	391	2720	22	412	22	412	0.9490291262135923	0.9490291262135923	CARD	gb|AAF42063.1|ARO:3000810|mtrC	ARO:3000810	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrC	False	False	90-100%	>90% near-identical				False			206.5	">90%
near-id."	90-100%	
Q5F725	[CARD]gb|AAF42062.1|ARO:3000811|mtrD	AF-Q5F725-F1-model_v6	97.6	0.0	1067	1067	1067	7008	1	1067	1	1067	1.0	1.0	CARD	gb|AAF42062.1|ARO:3000811|mtrD	ARO:3000811	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrD	False	False	90-100%	>90% near-identical		Efflux pump membrane transporter		False			534.0	">90%
near-id."	90-100%	beta-Lactam resistance;Cationic antimicrobial peptide (CAMP) resistance
Q5F726	[CARD]gb|CAA64891.1|ARO:3000812|mtrE	AF-Q5F726-F1-model_v6	95.2	3.685e-52	467	467	467	2750	1	467	1	467	1.0	1.0	CARD	gb|CAA64891.1|ARO:3000812|mtrE	ARO:3000812	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrE	False	False	90-100%	>90% near-identical				False			234.0	">90%
near-id."	90-100%	beta-Lactam resistance;Quorum sensing
Q5F732	[SWISSPROT]sp|P9WFR9|TYSY_MYCTU	AF-Q5F732-F1-model_v6	63.1	1.169e-39	266	264	263	1587	2	264	5	266	0.9887218045112782	0.9962121212121212	SWISSPROT	sp|P9WFR9|TYSY_MYCTU		Thymidylate synthase ThyA			TYSY_MYCTU	False	True	90-100%	50-70% moderate	thyA	Thymidylate synthase		False			132.5	"50-70%
moderate"	90-100%	Pyrimidine metabolism;One carbon pool by folate;Metabolic pathways;Nucleotide metabolism;Folate transport and metabolism
Q5F734	[CARD]gb|QFQ03949.1|ARO:3005051|LpsB	AF-Q5F734-F1-model_v6	20.8	1.022e-24	366	354	359	1001	5	352	1	359	0.9808743169398907	1.0	CARD	gb|QFQ03949.1|ARO:3005051|LpsB	ARO:3005051	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic	LpsB	True	True	90-100%	<30% cryptic				False			177.5	"<30%
cryptic"	90-100%	
Q5F735	[SWISSPROT]sp|A0A0H3JVA1|TARS_STAAW	AF-Q5F735-F1-model_v6	14.5	1.479e-09	573	252	324	475	1	250	1	324	0.5654450261780105	1.0	SWISSPROT	sp|A0A0H3JVA1|TARS_STAAW		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase			TARS_STAAW	True	False	90-100%	<30% cryptic				False			126.5	"<30%
cryptic"	90-100%	
Q5F744	[SWISSPROT]sp|P0AC11|DHP2_ECOLX	AF-Q5F744-F1-model_v6	14.4	2.778e-06	271	297	246	283	94	290	4	249	0.9077490774907749	0.8282828282828283	SWISSPROT	sp|P0AC11|DHP2_ECOLX		Dihydropteroate synthase type-2			DHP2_ECOLX	True	False	70-90%	<30% cryptic				False			149.0	"<30%
cryptic"	70-90%	
Q5F745	[SWISSPROT]sp|C0HMD9|DHP3_ECOLX	AF-Q5F745-F1-model_v6	34.7	7.242000000000001e-25	263	284	265	1003	17	281	1	263	1.0	0.9330985915492958	SWISSPROT	sp|C0HMD9|DHP3_ECOLX		Dihydropteroate synthase type-3			DHP3_ECOLX	False	False	90-100%	30-50% remote		Dihydropteroate synthase		False			142.5	"30-50%
remote"	90-100%	Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors
Q5F751	[SWISSPROT]sp|Q05709|VANH_ENTFC	AF-Q5F751-F1-model_v6	32.5	2.4790000000000003e-32	322	332	320	1419	1	320	4	317	0.9937888198757764	0.963855421686747	SWISSPROT	sp|Q05709|VANH_ENTFC		D-specific alpha-keto acid dehydrogenase			VANH_ENTFC	False	True	90-100%	30-50% remote				False			166.5	"30-50%
remote"	90-100%	Pyruvate metabolism;Metabolic pathways;Microbial metabolism in diverse environments
Q5F752	[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F752-F1-model_v6	10.3	8.257e-14	642	431	461	634	45	401	66	526	0.7180685358255452	1.0	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic	serS	Serine--tRNA ligase		False			216.0	"<30%
cryptic"	90-100%	Aminoacyl-tRNA biosynthesis
Q5F754	[SWISSPROT]sp|P20083|PARE_ECOLI	AF-Q5F754-F1-model_v6	48.4	4.76e-78	630	661	659	3239	3	661	1	630	1.0	0.9969742813918305	SWISSPROT	sp|P20083|PARE_ECOLI		DNA topoisomerase 4 subunit B			PARE_ECOLI	False	True	90-100%	30-50% remote	parE	DNA topoisomerase 4 subunit B		False			331.0	"30-50%
remote"	90-100%	
Q5F757	[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F757-F1-model_v6	16.9	1.461e-11	287	362	269	483	105	359	19	287	0.9372822299651568	0.7430939226519337	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	True	70-90%	<30% cryptic	trmA	tRNA/tmRNA (uracil-C(5))-methyltransferase		False			181.5	"<30%
cryptic"	70-90%	
Q5F758	[SWISSPROT]sp|A8GDR5|ARNB_SERP5	AF-Q5F758-F1-model_v6	13.8	4.177e-11	384	397	377	460	25	396	1	377	0.9817708333333334	0.9496221662468514	SWISSPROT	sp|A8GDR5|ARNB_SERP5		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SERP5	True	True	90-100%	<30% cryptic		Aminotransferase		False			199.0	"<30%
cryptic"	90-100%	Cysteine and methionine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F761	[SWISSPROT]sp|B5XTK7|ARNB_KLEV3	AF-Q5F761-F1-model_v6	14.3	3.602e-11	379	950	367	465	527	870	12	378	0.9683377308707124	0.3863157894736842	SWISSPROT	sp|B5XTK7|ARNB_KLEV3		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_KLEV3	True	True	30-50%	<30% cryptic	gcvP	Glycine dehydrogenase (decarboxylating)		False			475.5	"<30%
cryptic"	30-50%	Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism
Q5F775	[SWISSPROT]sp|P12921|TMRB_BACSU	AF-Q5F775-F1-model_v6	13.8	5.431e-06	197	205	196	256	9	204	2	190	0.9949238578680203	0.9560975609756097	SWISSPROT	sp|P12921|TMRB_BACSU		Tunicamycin resistance protein			TMRB_BACSU	True	True	90-100%	<30% cryptic	gmk	Guanylate kinase		False			103.0	"<30%
cryptic"	90-100%	Purine metabolism;Metabolic pathways;Nucleotide metabolism
Q5F778	[CARD]gb|ABA42119.2|ARO:3000865|oleD	AF-Q5F778-F1-model_v6	16.1	2.767e-07	415	394	300	339	1	270	6	305	0.7228915662650602	0.7614213197969543	CARD	gb|ABA42119.2|ARO:3000865|oleD	ARO:3000865	ole glycosyltransferase	macrolide antibiotic	antibiotic inactivation	oleD	True	True	70-90%	<30% cryptic	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC		False			197.5	"<30%
cryptic"	70-90%	Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors
Q5F783	[SWISSPROT]sp|P25397|TEHB_ECOLI	AF-Q5F783-F1-model_v6	13.2	5.02e-07	197	299	183	292	109	291	18	191	0.9289340101522843	0.6120401337792643	SWISSPROT	sp|P25397|TEHB_ECOLI		Tellurite methyltransferase			TEHB_ECOLI	True	True	50-70%	<30% cryptic	prmB	Ribosomal protein uL3 glutamine methyltransferase		False			150.0	"<30%
cryptic"	50-70%	
Q5F788	[CARD]gb|ABX54690.1|ARO:3002974|vanTr_in_vanL	AF-Q5F788-F1-model_v6	28.1	3.7839999999999996e-33	366	352	361	1319	1	350	5	365	0.9863387978142076	1.0	CARD	gb|ABX54690.1|ARO:3002974|vanTr_in_vanL	ARO:3002974	glycopeptide resistance gene cluster;vanT	glycopeptide antibiotic	antibiotic target alteration	vanTr_in_vanL	True	False	90-100%	<30% cryptic	alr	Alanine racemase		False			176.5	"<30%
cryptic"	90-100%	D-Amino acid metabolism;Metabolic pathways;Vancomycin resistance
Q5F796	[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F796-F1-model_v6	12.7	3.239e-06	394	446	208	296	1	208	7	194	0.5279187817258884	0.4663677130044843	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	False	30-50%	<30% cryptic				False			223.5	"<30%
cryptic"	30-50%	
Q5F797	[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F797-F1-model_v6	17.6	7.17e-19	394	943	508	811	435	942	1	383	1.0	0.5387062566277837	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	True	50-70%	<30% cryptic	infB	Translation initiation factor IF-2		False			472.0	"<30%
cryptic"	50-70%	
Q5F7A0	[SWISSPROT]sp|Q3KCC3|ARNB_PSEPF	AF-Q5F7A0-F1-model_v6	8.9	1.737e-10	382	368	376	436	5	365	4	379	0.9842931937172775	1.0	SWISSPROT	sp|Q3KCC3|ARNB_PSEPF		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEPF	True	True	90-100%	<30% cryptic	serC	Phosphoserine aminotransferase		False			184.5	"<30%
cryptic"	90-100%	Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Methane metabolism;Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors
Q5F7A2	[SWISSPROT]sp|O25608|RDXA_HELPY	AF-Q5F7A2-F1-model_v6	19.6	1.773e-08	210	185	207	364	1	185	4	210	0.9857142857142858	1.0	SWISSPROT	sp|O25608|RDXA_HELPY		Oxygen-insensitive NADPH nitroreductase			RDXA_HELPY	True	False	90-100%	<30% cryptic		Putative NAD(P)H nitroreductase		False			93.0	"<30%
cryptic"	90-100%	
Q5F7B8	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F7B8-F1-model_v6	28.5	2.622e-17	318	574	242	720	333	574	111	317	0.7610062893081762	0.42160278745644597	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	30-50%	<30% cryptic				False			287.5	"<30%
cryptic"	30-50%	
Q5F7B9	[SWISSPROT]sp|Q6GKT9|GYRA_STAAR	AF-Q5F7B9-F1-model_v6	34.8	9.723e-69	886	767	763	3106	1	763	1	757	0.8611738148984198	0.9947848761408083	SWISSPROT	sp|Q6GKT9|GYRA_STAAR		DNA gyrase subunit A			GYRA_STAAR	False	True	90-100%	30-50% remote	parC	DNA topoisomerase 4 subunit A		False			384.0	"30-50%
remote"	90-100%	
Q5F7C4	[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F7C4-F1-model_v6	10.5	1.4e-08	642	874	485	411	533	866	44	528	0.7554517133956387	0.5549199084668193	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	50-70%	<30% cryptic	alaS	Alanine--tRNA ligase		False			437.5	"<30%
cryptic"	50-70%	Aminoacyl-tRNA biosynthesis
Q5F7C8	[CARD]gb|AAD44693.1|ARO:3000816|mtrA	AF-Q5F7C8-F1-model_v6	99.2	2.2729999999999998e-39	301	280	271	1704	10	280	31	301	0.9003322259136213	0.9678571428571429	CARD	gb|AAD44693.1|ARO:3000816|mtrA	ARO:3000816	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrA	False	False	90-100%	>90% near-identical				False			140.5	">90%
near-id."	90-100%	
Q5F7D3	[SWISSPROT]sp|O06967|BMRA_BACSU	AF-Q5F7D3-F1-model_v6	14.6	5.385e-08	589	288	305	414	5	280	16	320	0.5178268251273345	1.0	SWISSPROT	sp|O06967|BMRA_BACSU		Multidrug resistance ABC transporter ATP-binding/permease pr			BMRA_BACSU	True	False	90-100%	<30% cryptic				False			144.5	"<30%
cryptic"	90-100%	
Q5F7D4	[CARD]gb|AAC75731.1|ARO:3000516|emrR	AF-Q5F7D4-F1-model_v6	18.9	7.299e-08	176	143	148	320	1	141	22	169	0.8409090909090909	1.0	CARD	gb|AAC75731.1|ARO:3000516|emrR	ARO:3000516	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	emrR	True	False	90-100%	<30% cryptic				False			72.0	"<30%
cryptic"	90-100%	
Q5F7D5	[CARD]gb|AAC75089.1|ARO:3003577|ugd	AF-Q5F7D5-F1-model_v6	12.9	9.039e-11	388	289	281	480	8	268	2	282	0.7242268041237113	0.972318339100346	CARD	gb|AAC75089.1|ARO:3003577|ugd	ARO:3003577	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ugd	True	True	90-100%	<30% cryptic				False			145.0	"<30%
cryptic"	90-100%	Valine, leucine and isoleucine degradation;Metabolic pathways
Q5F7D7	[SWISSPROT]sp|B5XTK7|ARNB_KLEV3	AF-Q5F7D7-F1-model_v6	15.3	5.887e-14	379	359	375	571	28	358	3	377	0.9894459102902374	1.0	SWISSPROT	sp|B5XTK7|ARNB_KLEV3		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_KLEV3	True	False	90-100%	<30% cryptic	hisC	Histidinol-phosphate aminotransferase		False			180.0	"<30%
cryptic"	90-100%	
Q5F7E0	[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F7E0-F1-model_v6	9.4	3.562e-07	314	221	211	320	1	211	109	313	0.6719745222929936	0.9547511312217195	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	90-100%	<30% cryptic	hisG	ATP phosphoribosyltransferase		False			111.0	"<30%
cryptic"	90-100%	Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F7E6	[CARD]gb|MBY8651254.1|ARO:3007188|vanH_in_vanP_cl	AF-Q5F7E6-F1-model_v6	13.2	4.79e-06	314	331	304	301	45	325	2	305	0.9681528662420382	0.918429003021148	CARD	gb|MBY8651254.1|ARO:3007188|vanH_in_vanP_cl	ARO:3007188	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanP_cl	True	True	90-100%	<30% cryptic	argF	Ornithine carbamoyltransferase		False			166.0	"<30%
cryptic"	90-100%	
Q5F7G1	[CARD]gb|AAL27442.1|ARO:3002907|vanE	AF-Q5F7G1-F1-model_v6	14.6	1.222e-12	352	318	341	539	1	317	1	341	0.96875	1.0	CARD	gb|AAL27442.1|ARO:3002907|vanE	ARO:3002907	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanE	True	False	90-100%	<30% cryptic	gshB	Glutathione synthetase		False			159.5	"<30%
cryptic"	90-100%	Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F7G5	[CARD]gb|MCO7070877.1|ARO:3007433|almE	AF-Q5F7G5-F1-model_v6	18.3	1.769e-36	556	556	537	1508	19	555	26	548	0.9658273381294964	0.9658273381294964	CARD	gb|MCO7070877.1|ARO:3007433|almE	ARO:3007433	alm glycyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almE	True	True	90-100%	<30% cryptic		Long-chain-fatty-acid--CoA ligase		False			278.5	"<30%
cryptic"	90-100%	Fatty acid biosynthesis;Fatty acid degradation;Metabolic pathways;Fatty acid metabolism;Quorum sensing;Peroxisome
Q5F7G9	[CARD]gb|AAB60941.1|ARO:3005099|Spyo_ErmA_MLSb	AF-Q5F7G9-F1-model_v6	13.0	4.173e-06	243	377	243	276	2	244	33	242	1.0	0.6445623342175066	CARD	gb|AAB60941.1|ARO:3005099|Spyo_ErmA_MLSb	ARO:3005099	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Spyo_ErmA_MLSb	True	True	50-70%	<30% cryptic		Cytosine-specific methyltransferase		False			189.0	"<30%
cryptic"	50-70%	Cysteine and methionine metabolism;Metabolic pathways
Q5F7H1	[CARD]gb|ABX00624.1|ARO:3002881|lmrC	AF-Q5F7H1-F1-model_v6	15.8	2.94e-15	550	949	480	645	440	919	86	533	0.8727272727272727	0.505795574288725	CARD	gb|ABX00624.1|ARO:3002881|lmrC	ARO:3002881	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic	antibiotic target protection	lmrC	True	True	50-70%	<30% cryptic	uvrA	UvrABC system protein A		False			475.0	"<30%
cryptic"	50-70%	Nucleotide excision repair
Q5F7H3	[CARD]gb|AIA35096.1|ARO:3005059|LptD	AF-Q5F7H3-F1-model_v6	8.5	1.351e-07	782	758	586	419	173	758	226	761	0.7493606138107417	0.7730870712401056	CARD	gb|AIA35096.1|ARO:3005059|LptD	ARO:3005059	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	LptD	True	False	70-90%	<30% cryptic				False			379.5	"<30%
cryptic"	70-90%	
Q5F7H9	[CARD]gb|CCI79240.1|ARO:3005047|eptB	AF-Q5F7H9-F1-model_v6	18.6	1.076e-19	574	524	536	918	2	494	28	563	0.9337979094076655	1.0	CARD	gb|CCI79240.1|ARO:3005047|eptB	ARO:3005047	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	eptB	True	False	90-100%	<30% cryptic				False			262.5	"<30%
cryptic"	90-100%	
Q5F7J0	[CARD]gb|AAF94716.1|ARO:3004289|Vcho_varG	AF-Q5F7J0-F1-model_v6	14.4	1.911e-10	390	250	301	454	2	248	90	390	0.7717948717948718	1.0	CARD	gb|AAF94716.1|ARO:3004289|Vcho_varG	ARO:3004289	Subclass B1 Vibrio cholerae varG beta-lactamase	carbapenem	antibiotic inactivation	Vcho_varG	True	True	90-100%	<30% cryptic	gloB	Hydroxyacylglutathione hydrolase		False			125.5	"<30%
cryptic"	90-100%	Pyruvate metabolism;Metabolic pathways
Q5F7L0	[SWISSPROT]sp|P25397|TEHB_ECOLI	AF-Q5F7L0-F1-model_v6	50.2	2.285e-26	197	289	191	991	99	288	7	197	0.9695431472081218	0.6608996539792388	SWISSPROT	sp|P25397|TEHB_ECOLI		Tellurite methyltransferase			TEHB_ECOLI	False	False	50-70%	50-70% moderate				False			145.0	"50-70%
moderate"	50-70%	
Q5F7L7	[SWISSPROT]sp|Q8D341|ARNA_WIGBR	AF-Q5F7L7-F1-model_v6	12.2	3.987e-08	654	470	429	372	1	337	1	429	0.6559633027522935	0.9127659574468086	SWISSPROT	sp|Q8D341|ARNA_WIGBR		Bifunctional polymyxin resistance protein ArnA			ARNA_WIGBR	True	False	90-100%	<30% cryptic	trkA	Trk system potassium uptake protein TrkA		False			235.5	"<30%
cryptic"	90-100%	
Q5F7L8	[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F7L8-F1-model_v6	11.3	8.998e-10	314	268	221	421	24	244	100	314	0.7038216560509554	0.8246268656716418	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	True	70-90%	<30% cryptic				False			134.5	"<30%
cryptic"	70-90%	
Q5F7M1	[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F7M1-F1-model_v6	40.1	5.967e-45	395	386	391	1908	2	385	3	393	0.9898734177215189	1.0	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	False	True	90-100%	30-50% remote				False			193.5	"30-50%
remote"	90-100%	Cysteine and methionine metabolism;Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments
Q5F7T9	[CARD]gb|ABA42118.2|ARO:3000866|oleI	AF-Q5F7T9-F1-model_v6	10.2	1.194e-06	424	378	365	305	47	373	10	374	0.8608490566037735	0.9656084656084656	CARD	gb|ABA42118.2|ARO:3000866|oleI	ARO:3000866	ole glycosyltransferase	macrolide antibiotic	antibiotic inactivation	oleI	True	False	90-100%	<30% cryptic				False			189.5	"<30%
cryptic"	90-100%	
Q5F7U1	[SWISSPROT]sp|P0AEK6|FABI_SHIFL	AF-Q5F7U1-F1-model_v6	16.8	5.072e-12	262	273	243	514	1	235	7	249	0.9274809160305344	0.8901098901098901	SWISSPROT	sp|P0AEK6|FABI_SHIFL		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI			FABI_SHIFL	True	True	70-90%	<30% cryptic				False			137.0	"<30%
cryptic"	70-90%	Pyrimidine metabolism;Glycine, serine and threonine metabolism;Metabolic pathways
Q5F7W4	[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5F7W4-F1-model_v6	29.1	2.06e-21	226	236	221	886	7	227	5	219	0.9778761061946902	0.9364406779661016	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	False	90-100%	<30% cryptic		Phosphoglycolate phosphatase		False			118.5	"<30%
cryptic"	90-100%	Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
Q5F7W8	[SWISSPROT]sp|Q3KCC3|ARNB_PSEPF	AF-Q5F7W8-F1-model_v6	14.9	8.305e-16	382	404	368	637	49	400	12	379	0.9633507853403142	0.9108910891089109	SWISSPROT	sp|Q3KCC3|ARNB_PSEPF		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEPF	True	True	90-100%	<30% cryptic		Glutamate-pyruvate aminotransferase AlaA		False			202.5	"<30%
cryptic"	90-100%	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Valine, leucine and isoleucine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
Q5F7W9	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F7W9-F1-model_v6	14.1	7.343e-10	318	859	271	428	575	845	24	255	0.8522012578616353	0.31548311990686845	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic	clpB	Chaperone protein ClpB		False			430.0	"<30%
cryptic"	30-50%	
