uid	umap_x	umap_y	source	gene_family	mechanism	drug_class
[SWISSPROT]sp|Q07448|S9AD_ENTFL	-0.22493014	5.2492743	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q2J7L5|KRM_FRACC	0.50928426	4.8070974	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q2MEY3|KAMB_STRHI	-0.58833	5.2116814	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q323U7|MDFA_SHIBS	-2.2017643	-9.650916	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q33DX5|RMTC_PROMI	0.7418876	5.0455756	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q48791|TETS_LISMN	-1.6142303	-4.0729475	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q49157|AAC2_MYCFO	-0.98515826	4.765158	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q49VC5|MEPA_STAS1	-1.7892573	-10.719926	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q49VK3|GRAR_STAS1	0.9468676	7.0867977	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q49ZT3|TCAA_STAS1	-7.506803	1.8400133	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q4L481|GRAR_STAHJ	0.9161963	7.136953	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q4L8L4|TCAA_STAHJ	-7.502469	1.8467754	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q4L8N9|MEPA_STAHJ	-1.7841623	-10.736971	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q4VR99|S9AD_CAMJU	-0.22826545	5.2937865	AMR_query	Unknown	Unknown	Unknown
Q5F4X8	4.884732	0.16851121	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	nitroimidazole antibiotic
Q5F8L2	2.8782978	4.0692687	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F9G8	4.1285386	4.1278434	NEIG1_hit	Threonine--tRNA ligase		
Q5FA40	3.0220025	4.829331	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F9J0	3.2537708	4.8524814	NEIG1_hit	Putative bifunctional polymyxin resistance protein ArnA		
Q5F5W0	5.1371274	2.806109	NEIG1_hit	Isoleucine--tRNA ligase 2		
Q5F7E0	3.161811	4.3135295	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics;nucleoside antibiotic
Q5F6V5	11.2193165	4.987568	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5FAD3	1.6488283	4.932381	NEIG1_hit	Tunicamycin resistance protein		
Q5F815	3.0539021	4.8956842	NEIG1_hit	Intrinsic peptide antibiotic resistant Lps	reduced permeability to antibiotic	peptide antibiotic
A0A0H4IRX3	2.4031427	4.8277826	NEIG1_hit	23S rRNA (adenosine(1067)-2'-O)-methyltransferase		
Q5F668	3.9849656	4.315405	NEIG1_hit	Dihydropteroate synthase		
Q5F7X4	3.5753217	4.1410437	NEIG1_hit	Type III pantothenate kinase		
Q5F938	4.5564322	3.2752318	NEIG1_hit	Threonine--tRNA ligase		
Q5F511	2.38919	1.6076192	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F577	4.260836	4.2846274	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F6L1	2.5352106	1.6102116	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F9G0	1.4974425	5.4244943	NEIG1_hit	non-erm 23S ribosomal RNA methyltransferase (G748)	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic
Q5F6L5	-3.7734652	-0.29398394	NEIG1_hit	Beta-lactamase HcpB		
Q5F9F8	2.8621836	4.4792957	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5F8N1	4.9781065	1.1830803	NEIG1_hit	RNA polymerase recycling motor protein HelD/HelR		
Q5F5D6	4.891997	2.9863992	NEIG1_hit	Isoleucine--tRNA ligase		
Q5F656	2.1591706	1.5291823	NEIG1_hit	Peptidoglycan O-acetyltransferase OatA		
Q5F5J6	-1.4167193	5.437862	NEIG1_hit	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
Q5F560	1.9134188	4.990278	NEIG1_hit	Tunicamycin resistance protein		
Q5F5Z6	3.841279	2.2865753	NEIG1_hit	Antibiotic resistant DNA gyrase subunit B		
Q5F9I9	3.4433296	2.038383	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
Q5F9X0	3.9117057	4.2755294	NEIG1_hit	Dihydrofolate synthase/folylpolyglutamate synthase		
Q5F5T4	2.3701246	3.2107384	NEIG1_hit	Large ribosomal subunit protein uL16		
Q5F6N4	2.6120672	4.6875405	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F8X4	4.2657194	4.283728	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5F7M1	4.484844	4.615132	NEIG1_hit	L-methionine gamma-lyase		
Q5FA34	4.31197	2.9795296	NEIG1_hit	Rifampicin phosphotransferase		
Q5F9P9	4.392179	3.152851	NEIG1_hit	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic
Q5F876	4.243661	3.7596416	NEIG1_hit	rifampin monooxygenase	antibiotic inactivation	rifamycin antibiotic
Q5F6K4	2.215477	-5.890152	NEIG1_hit	Undecaprenyl-diphosphatase		
Q5FAC8	3.1286755	4.899363	NEIG1_hit	Anhydro-N-acetylmuramic acid kinase		
Q5F7G9	3.6588385	5.8688993	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
Q5F590	2.6942039	5.3158336	NEIG1_hit	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA		
Q5F870	4.270491	3.1676426	NEIG1_hit	rifampin monooxygenase	antibiotic inactivation	rifamycin antibiotic
Q5F8Y0	4.651281	2.9846416	NEIG1_hit	DNA gyrase subunit A		
Q5F523	1.6354784	4.366603	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic
Q5FA43	4.6123023	2.9701052	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic;fluoroquinolone antibiotic
Q5F6K7	3.4702435	4.5087676	NEIG1_hit	non-erm 23S ribosomal RNA methyltransferase (G748)	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic
A0A0H4IWD4	10.376219	0.11165439	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5FAF1	2.0348377	4.999569	NEIG1_hit	N-acetylmuramic acid 6-phosphate phosphatase		
Q5FAJ2	3.4455745	1.9372625	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F8U0	2.3882244	4.8267336	NEIG1_hit	23S rRNA (uridine(2479)-2'-O)-methyltransferase		
Q5F9R4	-8.596545	0.30273047	NEIG1_hit	ASU1 beta-lactamase	antibiotic inactivation	cephalosporin
Q5F745	3.1012938	4.4137554	NEIG1_hit	Dihydropteroate synthase type-3		
Q5F5X4	3.6368222	5.850203	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
Q5F908	2.2151039	5.166314	NEIG1_hit	macrolide esterase	antibiotic inactivation	macrolide antibiotic
Q5F6I6	4.3547606	3.8225684	NEIG1_hit	rifampin monooxygenase	antibiotic inactivation	rifamycin antibiotic
Q5F501	-4.5806565	-0.6019151	NEIG1_hit	IMI beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;penicillin beta-lactam
Q5F8W5	3.7760746	4.3412905	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5FA25	4.377159	3.1539493	NEIG1_hit	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic
Q5F5X7	2.5378768	4.700501	NEIG1_hit	Tellurite methyltransferase		
Q5F898	3.6165452	1.8060935	NEIG1_hit	Mitomycin radical oxidase		
Q5F7D4	0.20722197	5.8767357	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic
Q5F886	-1.8035814	-9.996303	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic;diaminopyrimidine antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic
Q5F895	3.5829291	1.791281	NEIG1_hit	Mitomycin radical oxidase		
Q5F5H2	-1.2837454	-9.688707	NEIG1_hit	Na(+), Li(+), K(+)/H(+) antiporter		
Q5F5L8	2.7117705	4.7362275	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F878	3.9149902	3.9455252	NEIG1_hit	Van ligase;glycopeptide resistance gene cluster	antibiotic target alteration	glycopeptide antibiotic
Q5FA82	2.132061	5.6595235	NEIG1_hit	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
Q5F8E1	3.0666466	4.8578167	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5FAE3	5.2873125	3.5243013	NEIG1_hit	Bifunctional polymyxin resistance protein ArnA		
Q5F7B9	4.6393394	2.9921114	NEIG1_hit	DNA gyrase subunit A		
Q5F680	-2.3851738	-10.546321	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	antibacterial free fatty acids
Q5F969	5.5029993	3.3953137	NEIG1_hit	alm glycyltransferase;polymyxin resistance operon	antibiotic target alteration	peptide antibiotic
Q5F4Z6	2.2413528	-7.957885	NEIG1_hit	ATP synthase subunit a		
Q5F8R7	3.6255472	4.4553723	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F7G5	5.320805	3.415992	NEIG1_hit	alm glycyltransferase;polymyxin resistance operon	antibiotic target alteration	peptide antibiotic
Q5F514	-1.7876567	7.114913	NEIG1_hit	streptogramin vat acetyltransferase	antibiotic inactivation	streptogramin A antibiotic;streptogramin antibiotic
Q5F8V9	2.919063	4.6291223	NEIG1_hit	Llm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic
Q5F684	3.3008351	4.954842	NEIG1_hit	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
Q5F8Y9	1.364777	4.324445	NEIG1_hit	Aspartate 1-decarboxylase		
Q5F8B6	1.7230632	0.3003823	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	pleuromutilin antibiotic
Q5F5F5	3.0166893	4.214613	NEIG1_hit	Fom phosphotransferase family	antibiotic inactivation	phosphonic acid antibiotic
Q5F648	-0.8756364	-10.7636385	NEIG1_hit	Multidrug resistance transport protein YoeA		
Q5FA55	1.0444459	6.8073983	NEIG1_hit	Outer Membrane Porin (Opr);resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;reduced permeability to antibiotic	aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic
Q5F6K9	-5.1422124	-13.075651	NEIG1_hit	Probable peptidoglycan D,D-transpeptidase PenA		
Q5F911	3.999879	4.3876863	NEIG1_hit	Dual-specificity RNA methyltransferase RlmN		
Q5FA31	1.9730633	4.988032	NEIG1_hit	N-acetylmuramic acid 6-phosphate phosphatase		
Q5F8B8	-4.593623	0.01788189	NEIG1_hit	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	carbapenem;cephalosporin;monobactam;penicillin beta-lactam
Q5F9I6	3.7905235	2.5486584	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
A0A0H4ITB9	1.0789328	5.2739015	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5F9Y9	2.6398664	4.818422	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F6P1	2.8133738	4.2593107	NEIG1_hit	sulfonamide resistant sul	antibiotic target replacement	sulfonamide antibiotic
Q5F6L2	4.048342	4.183989	NEIG1_hit	Dihydrofolate synthase/folylpolyglutamate synthase		
Q5FAF8	2.3260896	1.5815667	NEIG1_hit	Peptidoglycan O-acetyltransferase OatA		
Q5F575	1.8511751	5.039123	NEIG1_hit	N-acetylmuramic acid 6-phosphate phosphatase		
Q5F827	-1.343571	-9.704961	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5F6W9	3.7051184	2.5537517	NEIG1_hit	macrolide phosphotransferase (MPH)	antibiotic inactivation	macrolide antibiotic
Q5F8R1	3.360448	1.9574871	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
Q5F7H9	2.5429542	1.6459342	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F813	1.0117402	5.8180575	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5FA75	1.6403911	5.288121	NEIG1_hit	lipid A acyltransferase;polymyxin resistance operon	antibiotic target alteration	peptide antibiotic
Q5F757	3.21896	4.83225	NEIG1_hit	Llm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic
Q5F674	2.7123735	1.570627	NEIG1_hit	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	carbapenem;cephalosporin;monobactam;penicillin beta-lactam
Q5F8I0	2.8680182	4.1606	NEIG1_hit	Probable dual-specificity RNA methyltransferase RlmN		
Q5F651	2.7082067	1.5060964	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic
Q5F6S3	1.2843972	5.903599	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic;tetracycline antibiotic
Q5F5A8	3.5245175	4.554945	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
Q5F8E8	5.5739403	1.1536309	NEIG1_hit	Anhydro-N-acetylmuramic acid kinase		
Q5F7B8	2.7834587	1.9667119	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F6R7	1.1412479	4.8775597	NEIG1_hit	macrolide esterase	antibiotic inactivation	macrolide antibiotic
Q5F4Y0	2.8988037	4.397952	NEIG1_hit	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI		
Q5F5C8	3.2732587	2.176608	NEIG1_hit	Type III pantothenate kinase		
Q5F5H9	2.7872012	4.6083503	NEIG1_hit	Dihydropteroate synthase type-1		
A0A0H4IT81	10.371471	0.11493231	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5F642	1.3803531	5.140216	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
Q5F5W6	4.1848383	4.5350547	NEIG1_hit	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase		
Q5FAC6	2.2478209	4.8476424	NEIG1_hit	Elongation factor Tu		
Q5F6R6	3.745906	5.2632504	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5FAK9	1.1137995	5.445556	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5F889	4.0863543	4.321938	NEIG1_hit	antibiotic-resistant murA transferase	antibiotic target alteration	phosphonic acid antibiotic
Q5F9K7	4.3520966	4.5039754	NEIG1_hit	L-methionine gamma-lyase		
Q5F6I0	1.3221427	5.908378	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics;nucleoside antibiotic
Q5F9F1	3.3892226	4.763955	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic
Q5F5A2	1.2496575	5.9370513	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics;nucleoside antibiotic
Q5F5V6	1.2869852	5.8978896	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics;nucleoside antibiotic
Q5F8F7	3.7008998	4.8980207	NEIG1_hit	23S rRNA (uridine(2479)-2'-O)-methyltransferase		
Q5F4Y6	0.56699497	5.2622094	NEIG1_hit	Intrinsic peptide antibiotic resistant Lps	reduced permeability to antibiotic	peptide antibiotic
Q5F9G1	2.249299	4.9328628	NEIG1_hit	macrolide esterase	antibiotic inactivation	macrolide antibiotic
Q5F732	2.6315548	4.1336884	NEIG1_hit	Thymidylate synthase ThyA		
Q5F8K2	1.6427798	4.3851857	NEIG1_hit	Bacitracin export ATP-binding protein BceA		
Q5FAC1	1.5172937	5.341192	NEIG1_hit	lipid A acyltransferase;polymyxin resistance operon	antibiotic target alteration	peptide antibiotic
Q5FAG2	2.3948998	4.993302	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F907	0.25884977	5.8282075	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	carbapenem;cephalosporin;monobactam;penicillin beta-lactam;phenicol antibiotic
Q5F9F3	-7.8724003	-0.40719864	NEIG1_hit	RAA beta-lactamase	antibiotic inactivation	cephalosporin
Q5F5L3	2.5404298	1.7926388	NEIG1_hit	Multidrug resistance protein MdtO		
Q5FAH2	4.1306973	2.9296982	NEIG1_hit	Van ligase;glycopeptide resistance gene cluster	antibiotic target alteration	glycopeptide antibiotic
Q5F9K8	2.8133137	4.1321874	NEIG1_hit	Dihydropteroate synthase type-3		
Q5F5M3	2.3089414	4.7158647	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F9K5	1.5153526	5.106438	NEIG1_hit	Oxygen-insensitive NADPH nitroreductase		
Q5F6H5	3.7765236	4.445221	NEIG1_hit	Anhydro-N-acetylmuramic acid kinase		
Q5F8B3	3.6745832	5.886376	NEIG1_hit	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
Q5F829	2.364068	4.983804	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F8B0	-1.2449245	5.537898	NEIG1_hit	Phosphinothricin N-acetyltransferase		
Q5F5P8	3.7912107	4.3361454	NEIG1_hit	non-erm 23S ribosomal RNA methyltransferase (G748)	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic
Q5F6S9	2.6880634	4.744249	NEIG1_hit	N-acetylmuramic acid 6-phosphate phosphatase		
Q5F8F5	3.0213766	4.010209	NEIG1_hit	Acetyl-coenzyme A carboxylase carboxyl transferase subunit a		
Q5F8M0	0.91745317	6.542416	NEIG1_hit	Response regulator protein VraR		
A0A0H4J5N9	10.377417	0.11048163	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5F8H0	4.411595	3.185112	NEIG1_hit	Oxytetracycline resistance protein		
Q5FA93	-1.2651865	-9.710837	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F8K8	1.834183	0.36879364	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	pleuromutilin antibiotic
Q5F9L9	1.6565884	4.3326583	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic
Q5F7G1	2.850593	4.4504023	NEIG1_hit	Van ligase;glycopeptide resistance gene cluster	antibiotic target alteration	glycopeptide antibiotic
Q5FAE2	4.331224	4.6470084	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5F8N0	3.0634587	5.56662	NEIG1_hit	Dihydropteroate synthase type-3		
Q5F679	11.1904545	5.007641	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	antibacterial free fatty acids
Q5FA14	3.0232096	4.3742037	NEIG1_hit	N-acetylmuramate alpha-1-phosphate uridylyltransferase		
Q5F6W2	-4.535089	-0.63102734	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics;nucleoside antibiotic
Q5F6S7	4.345434	3.50039	NEIG1_hit	D-specific alpha-keto acid dehydrogenase		
Q5FA01	-4.594391	-0.023900656	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5F7H3	2.702463	1.5351303	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic
Q5FA27	0.51192176	5.100794	NEIG1_hit	Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase		
Q5F6N6	10.375857	0.112045385	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5F9R9	2.148163	4.399363	NEIG1_hit	non-erm 23S ribosomal RNA methyltransferase (G748)	antibiotic target alteration	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic
Q5FA61	1.628944	4.5174837	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
Q5F588	3.6368773	1.7499125	NEIG1_hit	Dihydropteroate synthase		
Q5F5P0	3.0808582	4.231932	NEIG1_hit	glycopeptide resistance gene cluster;vanH	antibiotic target alteration	glycopeptide antibiotic
Q5F5D5	2.8574605	4.6414742	NEIG1_hit	vanJ membrane protein	antibiotic target alteration	glycopeptide antibiotic
Q5FAH6	4.0848184	4.055252	NEIG1_hit	Van ligase;glycopeptide resistance gene cluster	antibiotic target alteration	glycopeptide antibiotic
Q5F6L0	4.037394	4.2068086	NEIG1_hit	Dihydrofolate synthase/folylpolyglutamate synthase		
Q5F9U4	4.584784	3.2362216	NEIG1_hit	Threonine--tRNA ligase		
Q5F5U2	2.8039086	3.537705	NEIG1_hit	Large ribosomal subunit protein uL6		
A0A0H4IS55	10.37024	0.11609835	NEIG1_hit	General Bacterial Porin with reduced permeability to peptide antibiotics	reduced permeability to antibiotic	peptide antibiotic
Q5F7J0	2.482376	4.955917	NEIG1_hit	Subclass B1 Vibrio cholerae varG beta-lactamase	antibiotic inactivation	carbapenem
Q5F734	2.642805	5.2421374	NEIG1_hit	Intrinsic peptide antibiotic resistant Lps	reduced permeability to antibiotic	peptide antibiotic
Q5F8M4	2.2959156	4.9134574	NEIG1_hit	Llm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic
Q5F8R6	3.63531	2.158623	NEIG1_hit	kdpDE	antibiotic efflux	aminoglycoside antibiotic
Q5FAB5	2.7312825	1.9457989	NEIG1_hit	pmr phosphoethanolamine transferase	antibiotic efflux;antibiotic target alteration	peptide antibiotic
Q5F604	0.7443997	6.986378	NEIG1_hit	Acyl carrier protein		
A0A0H4J5E9	3.3280964	1.91723	NEIG1_hit	16S rRNA (adenine(1408)-N(1))-methyltransferase		
Q5F7L7	3.6523008	4.103578	NEIG1_hit	Bifunctional polymyxin resistance protein ArnA		
Q5F5B4	2.8363605	4.7714663	NEIG1_hit	Tellurite methyltransferase		
Q5F5K2	1.6562114	4.3820405	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic
Q5F5C2	2.7675314	4.4850397	NEIG1_hit	Dihydropteroate synthase		
Q5F735	6.3606963	4.8355474	NEIG1_hit	Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase		
Q5FAB9	-7.05968	0.009384388	NEIG1_hit	D-alanyl-D-alanine carboxypeptidase DacB		
Q5F8G2	2.7900043	4.2387323	NEIG1_hit	Dihydropteroate synthase		
Q5F9T2	4.449646	4.4176354	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5F797	3.5732586	1.8440931	NEIG1_hit	Elongation factor Tu		
Q5F5E9	3.9693477	2.5448468	NEIG1_hit	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
Q5F5N9	0.76579255	5.319859	NEIG1_hit	AAC(3)	antibiotic inactivation	aminoglycoside antibiotic
Q5FAD9	2.7108603	5.3484573	NEIG1_hit	Intrinsic peptide antibiotic resistant Lps	reduced permeability to antibiotic	peptide antibiotic
Q5F6Z3	4.310685	3.2233768	NEIG1_hit	tetracycline inactivation enzyme	antibiotic inactivation	glycylcycline;tetracycline antibiotic
Q5F5M5	3.64397	4.740593	NEIG1_hit	Bifunctional polymyxin resistance protein ArnA		
Q5F5Q0	2.7465835	1.8934175	NEIG1_hit	Sensor protein VanSB		
Q5F7W8	4.2857842	4.2589774	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5FAF6	2.7587643	4.839064	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5F842	3.9795866	4.0760717	NEIG1_hit	Fom phosphotransferase family	antibiotic inactivation	phosphonic acid antibiotic
Q5FAK8	3.5002604	2.1060693	NEIG1_hit	macrolide esterase	antibiotic inactivation	macrolide antibiotic
Q5F585	5.12633	2.8452637	NEIG1_hit	Isoleucine--tRNA ligase		
Q5FAE4	3.4408064	4.8747735	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5F6F4	1.6248686	4.3394227	NEIG1_hit	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA		
Q5F5W3	4.2081447	4.611309	NEIG1_hit	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase		
Q5F6G0	-1.3470988	-9.739746	NEIG1_hit	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic
Q5FAH9	4.490057	4.432764	NEIG1_hit	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera		
Q5F726	12.762485	2.7123995	NEIG1_hit	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic
Q5FAI1	4.2308154	4.278189	NEIG1_hit	Ribosomal RNA large subunit methyltransferase Cfr		
Q5F8M7	3.3826597	2.108796	NEIG1_hit	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic
